content,chunk_index,collection,content_type,filename,sequence_number,source,source_file,title,total_chunks
"Quote from: Sabunir on February 05, 2010, 05:31:30 PMPerhaps there should be a feature against this? For instance, if a transaction isn't accepted by the recipient for a long period of time (a month?), the transaction will be canceled and the coins returned to the one who sent them?That's not possible.Â  You've handed control of the money over to the recipient's keypair.Â  Only that key can control it.It's similar to if you encrypt a file with AES and a strong password, and you lose the password.Â  The data is lost.
Re: Questions about Addresses
February 5, 2010 at 19:44:46 UTC
BitcoinTalk",0,posts,post,post_047_Re__Questions_about_Addresses,047,nakamotoinstitute_files\posts\post_047_Re__Questions_about_Addresses.html,nakamotoinstitute_files\posts\post_047_Re__Questions_about_Addresses.html,Re  Questions about Addresses,1
"When you send to a bitcoin address, you don't connect to the recipient.Â  You send the transaction to the network the same way you relay transactions.Â  There's no distinction between a transaction you originated and one you received from another node that you're relaying in a broadcast.Â  With a very small network though, someone might still figure it out by process of elimination.Â  It'll be better when the network is larger.If you send by IP, the recipient sees you because you connect to their IP.Â  You could use TOR to mask that.You could use TOR if you don't want anyone to know you're even using Bitcoin.Bitcoin is still very new and has not been independently analysed.Â  If you're serious about privacy, TOR is an advisable precaution.
Re: Repost: Request: Make this anonymous?
February 6, 2010 at 21:06:32 UTC
BitcoinTalk",0,posts,post,post_048_Re__Repost__Request__Make_this_anonymous_,048,nakamotoinstitute_files\posts\post_048_Re__Repost__Request__Make_this_anonymous_.html,nakamotoinstitute_files\posts\post_048_Re__Repost__Request__Make_this_anonymous_.html,Re  Repost  Request  Make this anonymous ,1
"Eventually at most only 21 million coins for 6.8 billion people in the world if it really gets huge.But don't worry, there are another 6 decimal places that aren't shown, for a total of 8 decimal places internally.Â  It shows 1.00 but internally it's 1.00000000.Â  If there's massive deflation in the future, the software could show more decimal places.If it gets tiresome working with small numbers, we could change where the display shows the decimal point.Â  Same amount of money, just different convention for where the "",""'s and "".""'s go.Â  e.g. moving the decimal place 3 places would mean if you had 1.00000 before, now it shows it as 1,000.00.
Re: How divisible are bitcoins and other market/economic questions
February 6, 2010 at 23:25:53 UTC
BitcoinTalk",0,posts,post,post_049_Re__How_divisible_are_bitcoins_and_other_market_economic_questions,049,nakamotoinstitute_files\posts\post_049_Re__How_divisible_are_bitcoins_and_other_market_economic_questions.html,nakamotoinstitute_files\posts\post_049_Re__How_divisible_are_bitcoins_and_other_market_economic_questions.html,Re  How divisible are bitcoins and other market economic questions,1
"No, sorry.Â  I've been meaning to redo it.Â  The largest icon that still looks good is the 20x20 one which is used for the tray icon in GNOME.Â  Any larger than that looks bad.Â  The 16x16 and 20x20 ones have quite a bit of hand tweaking to get the pixels to work out right.Â  If you just scale down a larger image, the pixels end up blurred and awkward in places where the lines in ""BC"" don't land square on a pixel.The best 16x16 with full alpha channel is in src/rc/bitcoin.ico.Â  I don't like the 32x32 version.I'm attaching bitcoin20x20.png, the 20x20 version with full transparency.
Re: Make your ""we accept Bitcoin"" logo
February 8, 2010 at 01:22:29 UTC
BitcoinTalk",0,posts,post,post_050_Re__Make_your__we_accept_Bitcoin__logo,050,nakamotoinstitute_files\posts\post_050_Re__Make_your__we_accept_Bitcoin__logo.html,nakamotoinstitute_files\posts\post_050_Re__Make_your__we_accept_Bitcoin__logo.html,Re  Make your  we accept Bitcoin  logo,1
"Thank you for the offer to help translate. Â That is probably the best way you could help.I will need to prepare the code for translation first. Â wxWidgets has locale support, and most strings are in generated code that is already wrapped, so it shouldn't be too hard. Â We also must finish upgrading to wxWidgets-2.9.0 to get UTF-8 support. Â I've done test builds with 2.9.0 and there is one bug left to fix.What operating system are you using? Â Windows, Linux 32-bit or 64 bit?Split fromanother thread.sirius-m
Bitcoin client and website translation
February 8, 2010 at 01:27:02 UTC
BitcoinTalk",0,posts,post,post_051_Bitcoin_client_and_website_translation,051,nakamotoinstitute_files\posts\post_051_Bitcoin_client_and_website_translation.html,nakamotoinstitute_files\posts\post_051_Bitcoin_client_and_website_translation.html,Bitcoin client and website translation,1
"It's much easier to have a single binary and multiple .mo files.Â  It's too much maintenance work to have lots of build variations.Â  Once the software support is implemented, anyone could contribute translations.wxWidgets uses the gettext standard.Â  You use the gettext tools or something like poedit to create a .po file by scanning the sourcefiles for strings and editing the translations into the .po file, then compile it into a .mo file.Â  The program loads the .mo file at runtime and reskins all the strings.Â  Additional languages can be added to an existing program by adding .mo files without recompiling the program.On Windows, the .mo files would go in a lang subdirectory in the directory where the EXE is located.Right now I'm working on JSON-RPC and command line support, but when I'm finished with that I hope to do this next.
Bitcoin client and website translation
February 8, 2010 at 16:10:37 UTC
BitcoinTalk",0,posts,post,post_052_Bitcoin_client_and_website_translation,052,nakamotoinstitute_files\posts\post_052_Bitcoin_client_and_website_translation.html,nakamotoinstitute_files\posts\post_052_Bitcoin_client_and_website_translation.html,Bitcoin client and website translation,1
"There are command line options:bitcoin -addnode=1.2.3.4Â  Â  to tell bitcoin about a node to connect tobitcoin -connect=1.2.3.4Â  Â  connect only to the specified node(s)You can use more than one of these, for instancebitcoin -connect=(first to try) -connect=(next to try) ...You can specify non-routable IPs with -connect like 192.168.x.x, so if you had a server farm and you wanted one server to connect to the world and the rest to connect to the one server, you could do that.In particular, -addnode is needed if you're always going to connect through TOR, since the IRC server blocks all the TOR exit nodes.Â  To connect through TOR, you could use:bitcoin -proxy=127.0.0.1:9050 -addnode=212.159.72.216
Re: Simple to implement feature requests
February 8, 2010 at 16:37:24 UTC
BitcoinTalk",0,posts,post,post_053_Re__Simple_to_implement_feature_requests,053,nakamotoinstitute_files\posts\post_053_Re__Simple_to_implement_feature_requests.html,nakamotoinstitute_files\posts\post_053_Re__Simple_to_implement_feature_requests.html,Re  Simple to implement feature requests,1
"Are you just trying to run the program or do you really need to compile it?Â  There's a 32-bit linux binary that can be run on 64-bit ubuntu if you ""sudo apt-get ia32-libs"".http://sourceforge.net/projects/bitcoin/files/Bitcoin/bitcoin-0.2.0-linux.tar.gz/downloadI recently updated the SVN for building on 64-bit Karmic with wxWidgets 2.9.0.Â  This was after the 0.2.0 release.Â  The 0.2.0 release did not build on 64-bit yet.Unfortunately there currently isn't a -dev deb package of either of the versions of wxWidgets that we can use.Â  On Karmic they only have the UTF-16 version.Â  We need either the ANSI (libwxgtk2.8-ansi-dev) version or the UTF-8 (wxWidgets 2.9.0) version.Â  We're moving towards 2.9.0.I know you said you didn't want VM, but as a last resort, last I checked the Windows version runs fine in Wine.
Re: DEB Package?
February 12, 2010 at 02:33:02 UTC
BitcoinTalk",0,posts,post,post_054_Re__DEB_Package_,054,nakamotoinstitute_files\posts\post_054_Re__DEB_Package_.html,nakamotoinstitute_files\posts\post_054_Re__DEB_Package_.html,Re  DEB Package ,1
"There's a small transaction fee for very large transactions. Â The node that generates the block that contains the transaction gets the fee.If the same money gets sent again, it won't incur the fee again. Â If all you have is generated coins in your wallet, if you send them all in one huge transaction, it has to bundle hundreds of 50 bc coins together. Â After that it's just one line to send the combined unit.
Re: What's with this odd generation?
February 12, 2010 at 03:08:08 UTC
BitcoinTalk",0,posts,post,post_055_Re__What's_with_this_odd_generation_,055,nakamotoinstitute_files\posts\post_055_Re__What's_with_this_odd_generation_.html,nakamotoinstitute_files\posts\post_055_Re__What's_with_this_odd_generation_.html,Re  What's with this odd generation ,1
"Quote from: soultcer on February 12, 2010, 02:31:50 PMIf you want, I can provide you with a precompiled binary.Am I missing something?Â  Is there something wrong with the 32-bit linux precompiled binary on bitcoin.org?The bitcoin binary in the distribution static links the wxWidgets library, and its shared links (openssl and GTK) are included in Ubuntu, so it can run without needing to be a .deb to pull down dependencies.Since we're upgrading to wxWidgets 2.9.0 for UTF-8, which doesn't have a DEB package yet, we'll continue to need to static link it.
Re: DEB Package?
February 12, 2010 at 15:57:37 UTC
BitcoinTalk",0,posts,post,post_056_Re__DEB_Package_,056,nakamotoinstitute_files\posts\post_056_Re__DEB_Package_.html,nakamotoinstitute_files\posts\post_056_Re__DEB_Package_.html,Re  DEB Package ,1
"True, sending by IP through Tor trades one problem for another.Â  The Tor exit node can see the text of your message and potentially MITM you.Best to only send to bitcoin addresses then.Â  Payments by bitcoin address are broadcast over the network as part of the normal network traffic.Â  All communications with the network are broadcasts of public information.
Re: Repost: Request: Make this anonymous?
February 12, 2010 at 17:28:32 UTC
BitcoinTalk",0,posts,post,post_057_Re__Repost__Request__Make_this_anonymous_,057,nakamotoinstitute_files\posts\post_057_Re__Repost__Request__Make_this_anonymous_.html,nakamotoinstitute_files\posts\post_057_Re__Repost__Request__Make_this_anonymous_.html,Re  Repost  Request  Make this anonymous ,1
"I couldn't get wxWidgets 2.8.9 to compile on Karmic 64-bit either.I have been compiling the latest SVN on Karmic 64-bit with wxWidgets 2.9.0, which compiles fine on 64-bit. Â Read build-unix.txt and use the given ../configure parameters on wxWidgets so you can use the makefile.unix.wx2.9 as supplied. Â (--enable-debug --disable-shared --enable-monolithic)There's one cosmetic bug with 2.9.0 I still need to fix where the status number display is bunched up for some reason.-- fixedThe download link on the homepage is to the sourceforge tar.gz archive which contains the 32-bit binary and the 0.2.0 sources, which were not yet buildable on 64-bit at the time.The SVN was first buildable on 64-bit with wx2.9.0 on 28 January 2010.Hopefully they'll have a wxWidgets 2.9.0 debian package someday.
Re: DEB Package?
February 13, 2010 at 01:38:37 UTC
BitcoinTalk",0,posts,post,post_058_Re__DEB_Package_,058,nakamotoinstitute_files\posts\post_058_Re__DEB_Package_.html,nakamotoinstitute_files\posts\post_058_Re__DEB_Package_.html,Re  DEB Package ,1
"Right. Â Otherwise we couldn't have a finite limit of 21 million coins, because there would always need to be some minimum reward for generating. Â In a few decades when the reward gets too small, the transaction fee will become the main compensation for nodes.Â  I'm sure that in 20 years there will either be very large transaction volume or no volume.
Re: What's with this odd generation?
February 14, 2010 at 15:52:23 UTC
BitcoinTalk",0,posts,post,post_060_Re__What's_with_this_odd_generation_,060,nakamotoinstitute_files\posts\post_060_Re__What's_with_this_odd_generation_.html,nakamotoinstitute_files\posts\post_060_Re__What's_with_this_odd_generation_.html,Re  What's with this odd generation ,1
"14/02/2010 00000000654657000000000000000000000000000000000000000000000000002009Â  Â  Â  Â  1.0030/12/2009Â  1.18Â  Â +18%11/01/2010Â  1.31Â  Â +11%25/01/2010Â  1.34Â  Â  +2%04/02/2010Â  1.82Â  Â +36%14/02/2010Â  2.53Â  Â +39%Another big jump in difficulty yesterday from 1.82 times to 2.53 times, a 39% increase since 10 days ago.Â  It was 10 days apart not 14 because more nodes joined and generated the 2016 blocks in less time.
Re: Proof-of-work difficulty increasing
February 15, 2010 at 06:28:38 UTC
BitcoinTalk",0,posts,post,post_061_Re__Proof-of-work_difficulty_increasing,061,nakamotoinstitute_files\posts\post_061_Re__Proof-of-work_difficulty_increasing.html,nakamotoinstitute_files\posts\post_061_Re__Proof-of-work_difficulty_increasing.html,Re  Proof-of-work difficulty increasing,1
"Right now there isn't a port number setting to do that. Â It's a feature yet to be implemented. Â You can only set up your NAT to port-forward to one of the computers. Â (I said something earlier about NAT port translation, but that wouldn't work, other nodes wouldn't know to connect to that port)If you want, as a small optimization, you could run the rest of your computers as:bitcoin -connect=so they get all their network communication from the first computer and don't all connect over the net individually for the same information. Â This saves bandwidth, although it doesn't use much bandwidth to begin with, so it wouldn't really matter unless you had tons of computers.For redundancy in case the first computer goes down, you could have two that connect out and the rest connect to both of them. Â The first two are run normally, the rest are run like:bitcoin -connect= -connect=
Re: Setting up multiple bitcoin machines behind NAT
February 16, 2010 at 01:34:56 UTC
BitcoinTalk",0,posts,post,post_062_Re__Setting_up_multiple_bitcoin_machines_behind_NAT,062,nakamotoinstitute_files\posts\post_062_Re__Setting_up_multiple_bitcoin_machines_behind_NAT.html,nakamotoinstitute_files\posts\post_062_Re__Setting_up_multiple_bitcoin_machines_behind_NAT.html,Re  Setting up multiple bitcoin machines behind NAT,1
